model,ratio_coconot_converted,ratio_evol_codealpaca_heval_decontaminated,ratio_flan_v2_converted,ratio_no_robots_converted,ratio_numinamath_tir_math_decontaminated,ratio_oasst1_converted,ratio_personahub_code_v2_34999,ratio_personahub_ifdata_manual_seed_v3_29980,ratio_personahub_math_v5_regen_149960,ratio_tulu_hard_coded_repeated_10,ratio_tulu_v3.9_aya_100k,ratio_tulu_v3.9_open_math_2_gsm8k_50k,ratio_tulu_v3.9_personahub_math_interm_algebra_20k,ratio_tulu_v3.9_sciriff_10k,ratio_tulu_v3.9_synthetic_finalresp_wildguardmixtrain_decontaminated_50k,ratio_tulu_v3.9_table_gpt_5k,ratio_tulu_v3.9_wildchat_100k,ratio_tulu_v3.9_wildjailbreak_decontaminated_50k,ratio_tulu-3-sft-personas-math-grade,metric_minerva_math::tulu,metric_gsm8k::tulu,metric_bbh:cot-v1::tulu,metric_mmlu:cot::summarize,metric_codex_humaneval::tulu,metric_codex_humanevalplus::tulu,metric_drop::llama3,metric_ifeval::tulu,metric_popqa::tulu,metric_truthfulqa::tulu,metric_arc_challenge:rc::tulu,metric_bigcodebench_hard::tulu,metric_gpqa:0shot_cot::tulu3,metric_naturalqs::tulu,metric_piqa:mc::tulu,metric_socialiqa:mc::tulu,metric_triviaqa::tulu,train_time,metric_avg_id+ood,metric_avg_id,metric_avg_ood
Qwen2.5-0.5B,0.0062,0.0644,0.0374,0.0228,0.143,0.0084,0.0618,0.082,0.0774,0.0004,0.0584,0.0254,0.0734,0.0062,0.0194,0.0084,0.1246,0.153,0.0274,0.1917497694,0.3495072024,0.3019505452,0.3923638403,0.5661865036,0.5194855218,0.2513768876,0.3456561922,0.1047171795,0.4039003376,0.3839590444,0.0067567568,0.25,0.0847229917,0.6365614799,0.5813715455,0.1896988803,95.45225,0.3270567458,0.34268939796,0.3047243855142857
Qwen2.5-0.5B,0.015,0.1628,0.0312,0.0038,0.0432,0.0146,0.0518,0.043,0.1286,0.0,0.1114,0.0484,0.0192,0.0062,0.0558,0.0056,0.1014,0.1134,0.0446,0.1872129904,0.3661865049,0.3037935801,0.3981095273,0.5647912883,0.5479279791,0.2556669463,0.3493530499,0.1016331394,0.4040878667,0.3848122867,0.0,0.2455357143,0.0830277008,0.6463547334,0.5747185261,0.1769852539,95.348772619,0.3288351228,0.34787628723999997,0.30163345931428565
Qwen2.5-0.5B,0.0206,0.0474,0.1338,0.004,0.0378,0.0294,0.076,0.0832,0.0716,0.0012,0.0486,0.052,0.0636,0.0256,0.0606,0.0082,0.0808,0.0842,0.0714,0.1734650547,0.3320697498,0.3031792351,0.3994400906,0.5490594979,0.518511858,0.2502852349,0.3715341959,0.0978481811,0.4026047883,0.3950511945,0.0,0.2678571429,0.0941218837,0.6458106638,0.5772773797,0.207037499,94.3194833333,0.32853845,0.33979978863000004,0.31245082337142854
Qwen2.5-0.5B,0.0474,0.13,0.0806,0.005,0.0928,0.0074,0.1002,0.0192,0.069,0.0002,0.0428,0.0618,0.0098,0.0262,0.1006,0.003,0.0724,0.0326,0.0986,0.1862612909,0.3639120546,0.3073260636,0.4031057499,0.5559104256,0.5155465759,0.2503387164,0.2772643253,0.1001612112,0.4006931615,0.3839590444,0.0,0.28125,0.0907451524,0.6354733406,0.5665301945,0.2025041651,95.348772619,0.324763616,0.33605195748999994,0.3086374138571429
Qwen2.5-0.5B,0.0054,0.0612,0.0452,0.01,0.068,0.0054,0.027,0.0406,0.094,0.0,0.2926,0.0792,0.0098,0.0198,0.0428,0.0064,0.0978,0.0602,0.0346,0.1940451149,0.3836239575,0.3042543388,0.3774792777,0.5672378903,0.5142374663,0.2563842282,0.3382624769,0.1014929558,0.4054634203,0.3865187713,0.0135135135,0.2700892857,0.0859778393,0.6387377584,0.5798362334,0.1948672358,97.3179833333,0.3301189273,0.34424811267,0.30993437677142854
Qwen2.5-0.5B,0.007,0.0756,0.091,0.0336,0.1272,0.0024,0.0182,0.0136,0.1332,0.0002,0.1368,0.055,0.0438,0.0062,0.114,0.0026,0.0344,0.088,0.0172,0.1963394072,0.3358605004,0.3002610966,0.4109944325,0.5763057499,0.5315906437,0.2610497064,0.2902033272,0.0971472629,0.4002776078,0.3873720137,0.0067567568,0.2745535714,0.0924044321,0.6284004353,0.5706243603,0.2120991493,95.348772619,0.3277788502,0.34000297346,0.3103158169857143
Qwen2.5-0.5B,0.0504,0.1422,0.0336,0.0078,0.0474,0.022,0.0436,0.1098,0.0574,0.0,0.0638,0.0852,0.0852,0.0126,0.0308,0.0122,0.0664,0.0704,0.0594,0.1819215947,0.3737680061,0.3031792351,0.4243693682,0.5771269714,0.5007289443,0.2507718121,0.3955637708,0.100231303,0.4041606356,0.3907849829,0.0,0.2745535714,0.0860055402,0.6425462459,0.571136131,0.1762774938,95.4,0.3325368004,0.35118216413,0.30590056645714286
Qwen2.5-0.5B,0.0224,0.1564,0.0312,0.0362,0.0902,0.0096,0.0208,0.028,0.082,0.001,0.1252,0.1028,0.0354,0.025,0.0276,0.0036,0.0856,0.0656,0.0514,0.1909015897,0.3821076573,0.2988788205,0.422241028,0.5553138246,0.5180300095,0.2522095218,0.3197781885,0.1016331394,0.4114518389,0.3967576792,0.0,0.2767857143,0.0846814404,0.6387377584,0.5839303992,0.1836643951,95.348772619,0.3304178238,0.34525456182,0.3092224838
Qwen2.5-0.5B,0.053,0.055,0.0314,0.0162,0.071,0.0064,0.0588,0.0674,0.0846,0.0006,0.1112,0.1304,0.029,0.0236,0.0676,0.0206,0.1138,0.0262,0.0336,0.1890840971,0.3965125095,0.3022577177,0.4110182204,0.5610427055,0.5288099822,0.257576552,0.3789279113,0.1025443331,0.4050382423,0.3899317406,0.0067567568,0.265625,0.082199446,0.6507072905,0.5788126919,0.1834404109,98.4,0.3347226828,0.35328122711,0.30821047667142853
Qwen2.5-0.5B,0.0198,0.0516,0.0304,0.0134,0.0678,0.0254,0.0782,0.0434,0.0972,0.0,0.0602,0.1688,0.0514,0.0406,0.0544,0.0142,0.0802,0.0618,0.0412,0.188342443,0.4094010614,0.3039471663,0.3920999444,0.5551563988,0.5242143032,0.2539010067,0.3438077634,0.101002313,0.4145446915,0.3933447099,0.0067567568,0.2589285714,0.0892742382,0.6425462459,0.5772773797,0.1905634876,95.348772619,0.3320652048,0.34864170917000004,0.3083844842142857
Qwen2.5-0.5B,0.0114,0.1088,0.0482,0.0206,0.0302,0.0322,0.0672,0.018,0.1526,0.0006,0.096,0.0914,0.0224,0.0132,0.0914,0.021,0.1076,0.029,0.0382,0.1844513909,0.3760424564,0.3042543388,0.4121124816,0.5728221837,0.5195714625,0.2538129195,0.2883548983,0.1001612112,0.4049952862,0.3907849829,0.0,0.2901785714,0.0852437673,0.6523394995,0.5783009212,0.1954965367,96.9181833333,0.3299366417,0.3416578629100001,0.31319203985714283
Qwen2.5-0.5B,0.0066,0.2028,0.086,0.0214,0.0728,0.0196,0.1048,0.0098,0.0494,0.0,0.0916,0.0864,0.0368,0.0112,0.0482,0.004,0.0704,0.0238,0.0544,0.1915121933,0.360121304,0.3031792351,0.4314014608,0.5717802359,0.537104442,0.254145344,0.2661737523,0.1033153431,0.4040183387,0.3865187713,0.0,0.2767857143,0.089132964,0.6311207835,0.5726714432,0.2060210278,95.348772619,0.3285295502,0.34227516491999993,0.3088929577285714
Qwen2.5-0.5B,0.0298,0.0426,0.041,0.0088,0.0872,0.0076,0.0698,0.0682,0.0806,0.0002,0.1054,0.0842,0.0264,0.0262,0.0194,0.0146,0.108,0.0386,0.1418,0.1898356208,0.3828658074,0.301796959,0.3786244038,0.568200036,0.5183409338,0.2527558725,0.3604436229,0.1033153431,0.4006196394,0.3873720137,0.0067567568,0.2566964286,0.0867894737,0.6458106638,0.5736949846,0.2001167819,98.4174333333,0.330237373,0.34567982386999996,0.3081767290142857
Qwen2.5-0.5B,0.0518,0.068,0.1274,0.024,0.0696,0.0322,0.0258,0.0318,0.1522,0.0006,0.033,0.0418,0.0834,0.01,0.1016,0.0026,0.0596,0.0246,0.06,0.1734350915,0.3108415466,0.3001075104,0.3959842566,0.5723919854,0.5334909748,0.2515373322,0.3216266174,0.101002313,0.4061153297,0.3865187713,0.0067567568,0.25,0.0960747922,0.6343852013,0.5736949846,0.2108100252,95.348772619,0.3249866758,0.33665329575999997,0.3083200759142857
Qwen2.5-0.5B,0.0052,0.057,0.0888,0.011,0.0616,0.0224,0.1436,0.0592,0.1106,0.0004,0.0376,0.0518,0.0258,0.0302,0.0178,0.002,0.062,0.1526,0.0602,0.1735445721,0.3206974981,0.3036399939,0.3868559887,0.5687291122,0.5190160496,0.2514272232,0.3548983364,0.1012125885,0.4039583657,0.3779863481,0.0067567568,0.2544642857,0.0915844875,0.6338411317,0.5747185261,0.2077913048,92.8666666667,0.3253601511,0.33839797284000006,0.3067346915285714
Qwen2.5-0.5B,0.0084,0.113,0.0722,0.0166,0.0256,0.022,0.0246,0.0264,0.245,0.0,0.0322,0.101,0.014,0.012,0.0468,0.0142,0.0472,0.051,0.128,0.1843125212,0.353297953,0.3037935801,0.4075083924,0.5394375456,0.5088484865,0.2541872903,0.3012939002,0.098689283,0.3984880656,0.383105802,0.0,0.28125,0.0907119114,0.6403699674,0.5747185261,0.2053860749,95.348772619,0.3250234882,0.33498570179000003,0.3107917545428571
Qwen2.5-0.5B,0.032,0.1924,0.135,0.0324,0.0284,0.007,0.0294,0.0132,0.1624,0.0006,0.039,0.0444,0.0466,0.005,0.0804,0.004,0.0722,0.0208,0.0544,0.1817394826,0.3275208491,0.3054830287,0.4144471751,0.5593138927,0.5204066114,0.2522567114,0.2661737523,0.0986191911,0.4043388046,0.383105802,0.0,0.2790178571,0.0901911357,0.6376496192,0.5742067554,0.2053043817,92.7333333333,0.3235161794,0.33302994989999996,0.30992507872857145
Qwen2.5-0.5B,0.0374,0.0398,0.0804,0.0124,0.0842,0.0072,0.066,0.0482,0.1632,0.0004,0.0888,0.1046,0.0104,0.0226,0.0164,0.0144,0.091,0.093,0.0192,0.1903949505,0.353297953,0.2999539241,0.3934991454,0.5728794444,0.5204947303,0.2555589346,0.3438077634,0.1011424967,0.402673343,0.388225256,0.0067567568,0.2723214286,0.0921218837,0.6398258977,0.5706243603,0.2046926554,95.348772619,0.3298982896,0.3433702685400001,0.3106526055
Qwen2.5-0.5B,0.0234,0.0878,0.0738,0.0082,0.0216,0.0104,0.0576,0.055,0.1046,0.0004,0.0682,0.1536,0.0516,0.0112,0.1282,0.0062,0.0482,0.0696,0.0202,0.1766935093,0.3805913571,0.3039471663,0.3991951698,0.5599157412,0.5231238076,0.2549611997,0.3382624769,0.0993201093,0.4003077789,0.385665529,0.0,0.2633928571,0.0910415512,0.6479869423,0.5736949846,0.2048544486,90.1882166667,0.3295855664,0.34363183161000005,0.3095194732571428
Qwen2.5-0.5B,0.0204,0.0956,0.101,0.0196,0.0944,0.0102,0.0614,0.0492,0.0672,0.0,0.0564,0.041,0.0796,0.0086,0.0472,0.0058,0.1836,0.0176,0.0408,0.1854521772,0.3381349507,0.3076332361,0.4048236414,0.5521272883,0.5261163834,0.2500555789,0.3548983364,0.102964884,0.4021970833,0.3839590444,0.0,0.2589285714,0.0911191136,0.6392818281,0.5742067554,0.2043061092,95.348772619,0.3280120577,0.34244035597000005,0.3074002031571429
Qwen2.5-0.5B,0.0262,0.058,0.0972,0.0234,0.0558,0.0134,0.0426,0.0196,0.202,0.0004,0.114,0.0184,0.02,0.0066,0.0602,0.0028,0.0724,0.0442,0.1228,0.1791692191,0.3244882487,0.3071724773,0.4072920932,0.5535633286,0.5316973435,0.2545113255,0.2661737523,0.1005116703,0.4059633993,0.3916382253,0.0,0.296875,0.0911523546,0.6398258977,0.5701125896,0.2053328281,95.3523,0.3250282208,0.33305428577999996,0.31356241361428566
Qwen2.5-0.5B,0.0178,0.0418,0.1002,0.0034,0.1056,0.0038,0.1236,0.0402,0.1712,0.001,0.036,0.0366,0.0106,0.0104,0.053,0.0202,0.041,0.1616,0.0218,0.1928767652,0.3297952995,0.3025648902,0.3886584634,0.5495726004,0.5174496462,0.2573594799,0.3327171904,0.0993201093,0.4032014295,0.3873720137,0.0067567568,0.2522321429,0.0936398892,0.6387377584,0.5670419652,0.2117297731,95.348772619,0.3253544808,0.33735158739999993,0.30821575704285714
Qwen2.5-0.5B,0.0304,0.0524,0.0454,0.0108,0.0652,0.0156,0.0636,0.017,0.1338,0.0002,0.128,0.069,0.0224,0.0256,0.0414,0.0054,0.0834,0.0542,0.1362,0.1853504171,0.3783169067,0.2978037168,0.4050814157,0.5414493288,0.5242304088,0.2531291946,0.280961183,0.1023340576,0.4062302166,0.3805460751,0.0067567568,0.2901785714,0.087265928,0.6371055495,0.5777891505,0.18778451,94.2666666667,0.3260184345,0.33748868457000003,0.3096323630428572
Qwen2.5-0.5B,0.0104,0.1466,0.127,0.0036,0.0468,0.02,0.0396,0.0358,0.0794,0.0008,0.0654,0.0772,0.0278,0.0038,0.0356,0.0224,0.0696,0.088,0.1004,0.1879449999,0.3237300986,0.3034864076,0.4013974133,0.5533324704,0.5055598049,0.2547021812,0.3493530499,0.099460293,0.3987947499,0.385665529,0.0,0.2611607143,0.0950526316,0.6387377584,0.5696008188,0.2087504197,95.348772619,0.3256899612,0.33777614686999996,0.3084239816857143
Qwen2.5-0.5B,0.0216,0.0454,0.0398,0.0172,0.0514,0.0164,0.08,0.0882,0.079,0.0,0.0986,0.049,0.052,0.0172,0.04,0.0072,0.0848,0.1874,0.0246,0.1724976243,0.3570887036,0.301796959,0.4056366148,0.5359592599,0.5133219212,0.2550807466,0.3567467652,0.1007920376,0.4071809886,0.3899317406,0.0067567568,0.2946428571,0.089033241,0.6381936888,0.5726714432,0.198941241,95.9186833333,0.3291925053,0.34061016208,0.31288156692857144
Qwen2.5-0.5B,0.0118,0.0808,0.0862,0.019,0.0686,0.0096,0.0142,0.0684,0.197,0.0,0.0398,0.08,0.0348,0.0204,0.0232,0.0116,0.0576,0.1176,0.0592,0.1938909208,0.3358605004,0.3021041315,0.3845661866,0.5635331689,0.5292534148,0.2523846477,0.3696857671,0.1022639658,0.4029206923,0.3796928328,0.0067567568,0.2790178571,0.0921855956,0.6311207835,0.5742067554,0.2062669428,95.348772619,0.3297477012,0.34364633959,0.30989250342857144
Qwen2.5-0.5B,0.0186,0.0444,0.2576,0.0444,0.0964,0.012,0.0346,0.0446,0.056,0.0002,0.1464,0.0912,0.0118,0.009,0.0412,0.0046,0.0394,0.017,0.031,0.1957678408,0.3206974981,0.3064045462,0.4053984016,0.5691794095,0.5122814256,0.2562342701,0.3567467652,0.0993902012,0.3959288153,0.3941979522,0.0067567568,0.2566964286,0.0938531856,0.6305767138,0.5757420676,0.2145544031,91.85405,0.3288474518,0.34180291736,0.3103396439571429
Qwen2.5-0.5B,0.037,0.0918,0.1014,0.0256,0.061,0.0038,0.1012,0.0708,0.1256,0.0006,0.073,0.0778,0.0162,0.034,0.047,0.003,0.0528,0.0308,0.047,0.1867698518,0.3297952995,0.3054830287,0.3913172866,0.5626941255,0.5206119911,0.2504110738,0.3622920518,0.1017032312,0.3995682758,0.3848122867,0.0067567568,0.2589285714,0.091265928,0.6256800871,0.571136131,0.2036334957,95.348772619,0.3266387925,0.34106462158000006,0.3060304652428571
Qwen2.5-0.5B,0.0192,0.0856,0.0572,0.0158,0.0746,0.0152,0.0168,0.0668,0.0972,0.0004,0.0338,0.191,0.0202,0.0034,0.1054,0.0054,0.1158,0.0324,0.0442,0.1930845714,0.3760424564,0.3019505452,0.3883374166,0.5767440339,0.4978996689,0.256014052,0.3659889094,0.1026845167,0.4057636234,0.3873720137,0.0067567568,0.2566964286,0.087468144,0.6474428727,0.576765609,0.1877924438,97.3513,0.3302825919,0.34645097939,0.30718489551428574
Qwen2.5-0.5B,0.0324,0.0576,0.0412,0.0044,0.0716,0.0074,0.0602,0.0274,0.1528,0.0,0.0428,0.0726,0.055,0.041,0.0356,0.0048,0.0458,0.2158,0.0318,0.1829735615,0.3684609553,0.2988788205,0.3881350127,0.5380650036,0.5047107286,0.2539880453,0.280961183,0.0987593748,0.4044277674,0.3848122867,0.0067567568,0.2700892857,0.0944238227,0.6452665941,0.5772773797,0.2050557081,95.348772619,0.3237083698,0.33193604527000004,0.3119545476857143
Qwen2.5-0.5B,0.0364,0.158,0.0338,0.0092,0.1204,0.0356,0.0262,0.0566,0.0494,0.001,0.079,0.0432,0.0302,0.0052,0.0766,0.0026,0.072,0.1172,0.0474,0.1834819614,0.366944655,0.3027184764,0.4296085869,0.5846502427,0.5307514684,0.2543498322,0.325323475,0.0981285484,0.4093508914,0.3941979522,0.0,0.2678571429,0.0816094183,0.640914037,0.5721596725,0.169442861,93.8333333333,0.3300876013,0.34853081377999995,0.30374015484285716
Qwen2.5-0.5B,0.0454,0.0564,0.1082,0.0422,0.0888,0.0192,0.0962,0.0194,0.0692,0.0006,0.1266,0.03,0.0098,0.0164,0.0964,0.0072,0.0544,0.0486,0.065,0.178642757,0.3222137983,0.298571648,0.4045732714,0.5698180237,0.5211076349,0.2541956795,0.26987061,0.0996705684,0.4009916474,0.3788395904,0.0067567568,0.2589285714,0.0919141274,0.6191512514,0.5731832139,0.2082851534,95.348772619,0.3209831943,0.33196556386,0.3052940949571429
Qwen2.5-0.5B,0.0098,0.065,0.076,0.0366,0.0758,0.0026,0.069,0.0202,0.1792,0.0006,0.0562,0.0608,0.0594,0.0036,0.1126,0.0228,0.0336,0.0668,0.0496,0.1853726514,0.3555724033,0.3084011673,0.4031026771,0.5645125423,0.5026913876,0.2550188758,0.2902033272,0.0985490993,0.401513414,0.3839590444,0.0067567568,0.2700892857,0.0890360111,0.6376496192,0.5757420676,0.2080091902,91.6874666667,0.3256576188,0.33649375453,0.310177425
Qwen2.5-0.5B,0.041,0.0402,0.0458,0.0234,0.0554,0.0136,0.049,0.0214,0.1096,0.0008,0.0512,0.2002,0.0256,0.012,0.0858,0.0152,0.0594,0.022,0.128,0.1887091768,0.4048521607,0.3010290278,0.3892882098,0.5663974278,0.5171007351,0.2533127097,0.2828096118,0.1004415785,0.4063703177,0.3788395904,0.0067567568,0.2455357143,0.0868864266,0.6381936888,0.576765609,0.1949071664,95.348772619,0.3257762299,0.34103109557,0.3039835646142857
Qwen2.5-0.5B,0.0416,0.0486,0.045,0.0168,0.1196,0.0042,0.1058,0.068,0.0852,0.0,0.07,0.0442,0.08,0.0134,0.042,0.0132,0.1552,0.0184,0.0284,0.1861431331,0.3510235027,0.3034864076,0.3889493457,0.5525743842,0.5139549909,0.2522430789,0.3715341959,0.1040162613,0.4049673318,0.3890784983,0.0067567568,0.2611607143,0.0839778393,0.6425462459,0.5716479017,0.1845755015,96.3,0.3275668288,0.34288926320999996,0.3056776368285714
Qwen2.5-0.5B,0.0106,0.0452,0.1588,0.021,0.103,0.024,0.0496,0.0352,0.1206,0.0,0.0494,0.0746,0.0134,0.028,0.0436,0.0046,0.0672,0.111,0.0404,0.1897039589,0.3373768006,0.3054830287,0.3945521731,0.5678187487,0.538585862,0.2545784396,0.325323475,0.1024742413,0.4048818691,0.3839590444,0.0067567568,0.2477678571,0.0949639889,0.6354733406,0.5757420676,0.2097488772,95.348772619,0.3279523841,0.3420778597,0.3077731332285714
Qwen2.5-0.5B,0.016,0.1136,0.0414,0.0142,0.0932,0.0058,0.0994,0.0376,0.0966,0.0004,0.1424,0.0284,0.0332,0.0046,0.0182,0.0102,0.0872,0.05,0.1072,0.1830725343,0.3586050038,0.3042543388,0.402809896,0.5728801045,0.5073877267,0.254292156,0.3234750462,0.1007920376,0.4059499867,0.3993174061,0.0,0.2566964286,0.0883795014,0.6398258977,0.576765609,0.1905123069,96.8182333333,0.3273538812,0.34135188305999997,0.30735673567142857
Qwen2.5-0.5B,0.0468,0.0854,0.0772,0.0068,0.0464,0.0216,0.0934,0.011,0.0682,0.0,0.083,0.0168,0.0738,0.0146,0.0506,0.017,0.1404,0.049,0.0982,0.1705142385,0.3411675512,0.3067117186,0.4165654382,0.5533862658,0.4976233981,0.2522283977,0.2883548983,0.1027546085,0.3983377701,0.385665529,0.0067567568,0.2857142857,0.0906149584,0.6392818281,0.5747185261,0.1946910122,95.348772619,0.3238286577,0.33276442850000004,0.31106327089999997
Qwen2.5-0.5B,0.0298,0.1034,0.0598,0.0048,0.0424,0.007,0.018,0.0344,0.0828,0.001,0.1432,0.0884,0.0672,0.0308,0.0736,0.0068,0.1324,0.027,0.0472,0.1906122972,0.3639120546,0.3041007526,0.4004193907,0.5571422414,0.5117365078,0.250192953,0.3401109057,0.1006518539,0.4012920926,0.3805460751,0.0135135135,0.2790178571,0.085598338,0.6436343852,0.5731832139,0.199583988,98.3841166667,0.32913226,0.34201710495,0.31072533868571434
Qwen2.5-0.5B,0.0096,0.0986,0.0484,0.0394,0.0716,0.0032,0.0722,0.0626,0.0788,0.0,0.1318,0.0796,0.0154,0.016,0.0708,0.0042,0.0562,0.0664,0.0754,0.1883576149,0.3805913571,0.3076332361,0.4266052783,0.5667654478,0.5434571187,0.2516904362,0.3641404806,0.1046470877,0.4043191886,0.3924914676,0.0067567568,0.2611607143,0.086567867,0.633297062,0.5736949846,0.1979369268,95.348772619,0.3347125309,0.3538207246000001,0.30741511130000004
Qwen2.5-0.5B,0.0188,0.042,0.0476,0.0062,0.2106,0.0278,0.0116,0.0146,0.0786,0.0008,0.0696,0.064,0.0066,0.0238,0.029,0.021,0.078,0.1514,0.0978,0.199679448,0.3775587566,0.3036399939,0.3817093705,0.5713203017,0.5240348972,0.2521245805,0.2791127542,0.0973575384,0.4040843351,0.3890784983,0.0067567568,0.2790178571,0.093734072,0.6398258977,0.5757420676,0.1973353417,93.1666666667,0.3277713216,0.33906219760999995,0.3116414987428571
Qwen2.5-0.5B,0.0292,0.0652,0.06,0.0164,0.0538,0.0042,0.0804,0.011,0.2034,0.0,0.0762,0.1384,0.0074,0.0294,0.0298,0.0174,0.0504,0.0596,0.068,0.1922436661,0.3760424564,0.2982644755,0.376757984,0.5555310854,0.5365642107,0.2502705537,0.2772643253,0.0996705684,0.3994721667,0.3711604096,0.0067567568,0.25,0.0909612188,0.627312296,0.5757420676,0.1999604271,95.348772619,0.3225867452,0.33620814922000003,0.30312759655714283
Qwen2.5-0.5B,0.022,0.1046,0.0308,0.0102,0.141,0.0322,0.037,0.0144,0.108,0.001,0.0388,0.0618,0.0176,0.0086,0.1892,0.0122,0.0966,0.019,0.055,0.1923420123,0.3623957544,0.3053294425,0.4112752765,0.5796457516,0.5365417025,0.2530935403,0.2791127542,0.1003013948,0.411003604,0.3865187713,0.0,0.2455357143,0.0850775623,0.6463547334,0.5772773797,0.1903686847,95.6666666667,0.3271867105,0.34310412331,0.30444754938571433
Qwen2.5-0.5B,0.0224,0.096,0.0336,0.004,0.0816,0.0166,0.0454,0.0114,0.0684,0.0,0.076,0.0856,0.0802,0.025,0.1062,0.0086,0.1938,0.0198,0.0252,0.1904879264,0.3699772555,0.3021041315,0.3986892239,0.5688109604,0.5078854167,0.2535780201,0.2569316081,0.1035957104,0.4076841833,0.3813993174,0.0067567568,0.2522321429,0.0835927978,0.6311207835,0.5742067554,0.1762769302,95.348772619,0.3214899953,0.33597444362999995,0.3007979262857142
Qwen2.5-0.5B,0.0246,0.0386,0.0534,0.0286,0.1106,0.0148,0.1316,0.0274,0.0926,0.0,0.1352,0.018,0.0538,0.0314,0.0356,0.006,0.0968,0.0252,0.0752,0.1753639321,0.3396512509,0.3034864076,0.407511814,0.5585896679,0.5111567716,0.2561073826,0.3179297597,0.101422864,0.4025187039,0.388225256,0.0067567568,0.2723214286,0.0874099723,0.6371055495,0.5783009212,0.1965420562,96.7333333333,0.3259059115,0.33737385543,0.3095231343714286
Qwen2.5-0.5B,0.0042,0.0968,0.054,0.0094,0.0426,0.0082,0.0196,0.048,0.085,0.0,0.122,0.1036,0.0638,0.0454,0.0672,0.017,0.1038,0.0796,0.0296,0.189136261,0.3768006065,0.3005682691,0.4013105148,0.5856584281,0.4899419749,0.2551709312,0.3530499076,0.101422864,0.4050204222,0.3890784983,0.0067567568,0.2678571429,0.0859584488,0.6398258977,0.5752302968,0.200520942,95.348772619,0.3307828331,0.34580801794000005,0.3093182833285714
Qwen2.5-0.5B,0.0076,0.1556,0.0962,0.043,0.0276,0.0078,0.0238,0.033,0.1348,0.0,0.0504,0.0986,0.0376,0.0112,0.0522,0.0194,0.1038,0.033,0.0646,0.1898000104,0.3396512509,0.3027184764,0.410063872,0.5501694324,0.5420515074,0.2543236158,0.3345656192,0.102964884,0.4006562651,0.3839590444,0.0,0.265625,0.0918614958,0.6338411317,0.5716479017,0.2080056023,94.7526,0.3283473594,0.34269649336,0.30784859655714286
Qwen2.5-0.5B,0.0084,0.1972,0.0804,0.0042,0.0504,0.0076,0.0294,0.068,0.0504,0.0,0.0388,0.0256,0.0548,0.0124,0.0752,0.0162,0.1276,0.1064,0.0472,0.1819522246,0.3517816528,0.3074796498,0.3879641468,0.5590437936,0.5432697918,0.2531229027,0.3696857671,0.1040162613,0.3982823424,0.388225256,0.0,0.2410714286,0.086465374,0.6436343852,0.5808597748,0.1983150916,95.348772619,0.3291276378,0.34565985329,0.3055101871714286
Qwen2.5-0.5B,0.0094,0.0884,0.1494,0.0074,0.0494,0.0176,0.012,0.1066,0.0822,0.0,0.082,0.1154,0.0094,0.0378,0.016,0.0056,0.1692,0.0182,0.024,0.1781706376,0.3320697498,0.3047150975,0.3897642039,0.5698924792,0.5220088895,0.2537762164,0.3992606285,0.103735894,0.4019968557,0.3822525597,0.0,0.2723214286,0.0941218837,0.6392818281,0.5731832139,0.2087464535,99.9666666667,0.3308998835,0.34553906521,0.3099867667857143
Qwen2.5-0.5B,0.0128,0.098,0.0844,0.0168,0.0654,0.0026,0.081,0.1258,0.0606,0.0004,0.0846,0.055,0.0244,0.0208,0.0714,0.0044,0.1324,0.0258,0.0338,0.1828219273,0.3479909022,0.3053294425,0.4052685329,0.5653355461,0.4995703628,0.2551499581,0.3992606285,0.1033153431,0.3997980782,0.3976109215,0.0042997543,0.2767857143,0.0884764543,0.6360174102,0.5721596725,0.2001217737,95.348772619,0.3521882918,0.34638407217,0.3107816715428572
Qwen2.5-0.5B,0.0342,0.0738,0.1022,0.0146,0.1178,0.0114,0.0442,0.0168,0.083,0.001,0.0802,0.089,0.0638,0.013,0.0672,0.0038,0.077,0.0806,0.027,0.1947528423,0.3495072024,0.3024113039,0.4102356067,0.5693623799,0.5349535168,0.2543938758,0.292051756,0.1000210275,0.4050348979,0.3848122867,0.0067567568,0.2566964286,0.0952160665,0.6360174102,0.571136131,0.2114973525,95.348772619,0.3279327554,0.34127244092,0.30887606175714294
Qwen2.5-0.5B,0.0036,0.0518,0.0756,0.0138,0.0512,0.0274,0.0296,0.0372,0.0638,0.0,0.0998,0.0562,0.0828,0.05,0.0596,0.0084,0.1674,0.1054,0.0164,0.1753347921,0.3419257013,0.3016433728,0.4048763907,0.5535702923,0.5385442118,0.2525545302,0.3160813309,0.0993201093,0.4074180979,0.3788395904,0.0067567568,0.2745535714,0.0879612188,0.6371055495,0.5772773797,0.2000393728,95.348772619,0.3266942511,0.33912688292999993,0.30893334848571424
Qwen2.5-0.5B,0.033,0.0532,0.0426,0.0464,0.0882,0.0146,0.08,0.0396,0.0674,0.001,0.1666,0.0772,0.0092,0.0074,0.0234,0.0028,0.0568,0.0976,0.0926,0.1827037299,0.3692191054,0.3027184764,0.4088632281,0.5502822048,0.5139588853,0.2546266779,0.3419593346,0.1000210275,0.4060534162,0.3916382253,0.0067567568,0.2544642857,0.0905927978,0.6262241567,0.5742067554,0.2034033123,95.348772619,0.3280995515,0.34304060860999996,0.30675518428571424
